period_end,revenue,gross_profit,operating_income,net_income,total_equity,total_debt,gross_margin_pct,operating_margin_pct,net_margin_pct,roe_pct,debt_to_equity,revenue_yoy,net_income_yoy
2021-06-30,,,,,,,,,,,,,
2022-06-30,20516000000.0,12593000000.0,5897000000.0,4280000000.0,11511000000.0,19385000000.0,0.613813608890622,0.2874341976993566,0.20861766426203937,,1.6840413517504995,,
2023-06-30,20555000000.0,12266000000.0,5547000000.0,4445000000.0,11709000000.0,21355000000.0,0.5967404524446607,0.2698613476039893,0.21624908781318414,0.38285960378983636,1.823810743872235,0.0019009553519204747,0.03855140186915884
2024-06-30,20269000000.0,12198000000.0,6001000000.0,3870000000.0,12070000000.0,22105000000.0,0.6018057131580246,0.29606788692091374,0.19093196506981105,0.325497287522604,1.831400165700083,-0.013913889564582838,-0.12935883014623173
2025-06-30,20245000000.0,12173000000.0,4335000000.0,2354000000.0,13178000000.0,24401000000.0,0.6012842677204248,0.21412694492467277,0.1162756236107681,0.1864702154626109,1.8516466838670511,-0.0011840742019832984,-0.39173126614987075
