period_end,revenue,gross_profit,operating_income,net_income,total_equity,total_debt,gross_margin_pct,operating_margin_pct,net_margin_pct,roe_pct,debt_to_equity,revenue_yoy,net_income_yoy
2020-12-31,,,,,,,,,,,,,
2021-12-31,13234000000.0,7676000000.0,2714000000.0,-32000000.0,7453000000.0,9563000000.0,0.5800211576243011,0.20507782983225026,-0.0024180142058334592,,1.2831074735006038,,
2022-12-31,14453000000.0,8361000000.0,3407000000.0,2330000000.0,9483000000.0,8884000000.0,0.578495814017851,0.23572960631010864,0.1612122050785304,0.2751535191308455,0.936834335126015,0.09211122865346844,-73.8125
2023-12-31,14607000000.0,8760000000.0,3347000000.0,1643000000.0,8469000000.0,8537000000.0,0.5997124666255905,0.22913671527349902,0.1124803176559184,0.18304367201426025,1.0080292832683906,0.01065522728845214,-0.29484978540772533
2024-12-31,14169000000.0,8595000000.0,3444000000.0,1426000000.0,6720000000.0,8658000000.0,0.6066059707812831,0.2430658479779801,0.10064224715929142,0.18776746329580618,1.2883928571428571,-0.02998562333127952,-0.13207547169811318
